Email,Phone,CreditScore,AgeGroup,FamilyBackground,Income,Profession,CompanyType,City,Comment,LeadIntent
user2953@testmail.com,+91-7464970519,507,36-50,Single,487638,Freelancer,MNC,Ahmedabad,ready to close,0
user2954@gmail.com,+91-6551449275,606,26-35,Single,175650,Freelancer,MNC,Delhi,call me,0
user2955@outlook.com,+91-9516320045,565,26-35,Single,327880,Teacher,Startup,Pune,ready to close,0
user2956@outlook.com,+91-6447147538,617,26-35,Single,930089,Manager,Startup,Bangalore,interested,0
user2957@yahoo.com,+91-8590807619,412,36-50,Married,461406,Unemployed,Self-employed,Ahmedabad,call me,0
user2958@gmail.com,+91-9111011545,677,26-35,Single,262930,Doctor,Self-employed,Ahmedabad,urgent,0
user2959@yahoo.com,+91-7448379493,753,36-50,Married with Kids,534519,Teacher,Self-employed,Bangalore,call me,1
user2960@gmail.com,+91-8484152873,490,36-50,Married with Kids,424985,Freelancer,Government,Hyderabad,call me,1
user2961@testmail.com,+91-9889199391,739,36-50,Married,632219,Unemployed,Startup,Pune,not interested,0
user2962@gmail.com,+91-7177511078,486,36-50,Married,206951,Unemployed,Self-employed,Ahmedabad,just exploring,0
user2963@gmail.com,+91-9318389356,666,18-25,Married,678982,Manager,Startup,Bangalore,ready to close,0
user2964@yahoo.com,+91-6341103597,388,18-25,Single,370779,Teacher,Government,Hyderabad,not interested,0
user2965@testmail.com,+91-7137717283,486,51+,Married,407396,Freelancer,Self-employed,Hyderabad,interested,0
user2966@outlook.com,+91-6367899367,431,51+,Single,307715,Sales Rep,Self-employed,Mumbai,price too high,0
user2967@outlook.com,+91-8771498724,675,36-50,Married,815114,Doctor,Startup,Ahmedabad,just exploring,0
user2968@testmail.com,+91-9840520544,398,36-50,Married with Kids,431161,Unemployed,Startup,Pune,no time,0
user2969@outlook.com,+91-8558729891,333,26-35,Married with Kids,253149,Teacher,MNC,Pune,no time,0
user2970@outlook.com,+91-6824063874,470,26-35,Single,953385,Engineer,MNC,Bangalore,not interested,0
user2971@outlook.com,+91-7723088968,665,51+,Married,712064,Doctor,Self-employed,Mumbai,just exploring,0
user2972@yahoo.com,+91-7388870279,358,51+,Married with Kids,435356,Sales Rep,MNC,Delhi,keen to buy,0
user2973@gmail.com,+91-7576064352,480,26-35,Single,434691,Sales Rep,Self-employed,Bangalore,not interested,0
user2974@yahoo.com,+91-6973481850,318,26-35,Married with Kids,549077,Manager,Startup,Hyderabad,no time,0
user2975@gmail.com,+91-7475580997,525,26-35,Married,772414,Unemployed,MNC,Delhi,maybe later,0
user2976@gmail.com,+91-7524697512,772,26-35,Single,154565,Freelancer,Self-employed,Delhi,no time,0
user2977@yahoo.com,+91-8650663910,394,26-35,Married with Kids,155153,Engineer,Startup,Ahmedabad,not interested,0
user2978@testmail.com,+91-6298173123,596,36-50,Married,589496,Teacher,Self-employed,Bangalore,call me,1
user2979@yahoo.com,+91-7900136204,474,18-25,Single,249740,Unemployed,Government,Ahmedabad,not interested,0
user2980@outlook.com,+91-8229344816,521,36-50,Married with Kids,545155,Manager,MNC,Mumbai,no time,1
user2981@testmail.com,+91-9572824891,353,36-50,Married with Kids,353617,Sales Rep,Government,Pune,not interested,0
user2982@outlook.com,+91-6290393729,702,36-50,Single,215095,Teacher,Startup,Mumbai,keen to buy,0
user2983@testmail.com,+91-8875921339,617,36-50,Married,525114,Sales Rep,Self-employed,Bangalore,just exploring,0
user2984@yahoo.com,+91-9437505028,648,26-35,Single,985713,Sales Rep,Self-employed,Pune,interested,0
user2985@gmail.com,+91-6300353963,742,36-50,Married with Kids,410705,Engineer,Startup,Delhi,keen to buy,1
user2986@gmail.com,+91-7003785754,839,26-35,Married with Kids,586126,Doctor,Government,Hyderabad,no time,1
user2987@outlook.com,+91-8749501599,581,51+,Married with Kids,449617,Teacher,Self-employed,Ahmedabad,keen to buy,0
user2988@gmail.com,+91-8319333524,659,18-25,Married,485166,Engineer,Government,Mumbai,call me,0
user2989@outlook.com,+91-7164569351,307,51+,Married with Kids,229552,Freelancer,Government,Ahmedabad,interested,0
user2990@testmail.com,+91-9779910885,790,26-35,Married with Kids,910268,Unemployed,Government,Ahmedabad,urgent,1
user2991@outlook.com,+91-8546108103,640,18-25,Single,946852,Sales Rep,MNC,Pune,price too high,0
user2992@gmail.com,+91-8795497009,771,26-35,Married with Kids,327850,Sales Rep,Government,Mumbai,urgent,1
user2993@testmail.com,+91-8921144386,548,36-50,Single,371055,Engineer,MNC,Pune,just exploring,0
user2994@testmail.com,+91-8289036277,534,18-25,Married with Kids,780353,Freelancer,Government,Hyderabad,price too high,0
user2995@outlook.com,+91-6991403819,382,26-35,Single,715504,Teacher,Government,Ahmedabad,maybe later,0
user2996@yahoo.com,+91-7393002876,392,36-50,Single,805056,Sales Rep,MNC,Bangalore,keen to buy,0
user2997@gmail.com,+91-7962192953,693,26-35,Single,615057,Freelancer,Self-employed,Bangalore,not interested,0
user2998@testmail.com,+91-7430232322,567,26-35,Single,565712,Teacher,Self-employed,Pune,not interested,0
user2999@yahoo.com,+91-6817439061,716,26-35,Married,173080,Engineer,Startup,Pune,no time,0
user3000@outlook.com,+91-8875424581,828,26-35,Married with Kids,565054,Sales Rep,Startup,Bangalore,interested,1
user3001@outlook.com,+91-6224793729,552,36-50,Married,908721,Manager,Self-employed,Delhi,keen to buy,0
user3002@outlook.com,+91-7625543851,421,26-35,Married with Kids,655634,Manager,Startup,Delhi,interested,1
user3003@outlook.com,+91-8842577665,309,51+,Single,551332,Sales Rep,Self-employed,Delhi,urgent,0
user3004@gmail.com,+91-7558833765,615,26-35,Married with Kids,863549,Doctor,Startup,Hyderabad,urgent,1
user3005@gmail.com,+91-8395661520,572,36-50,Single,649932,Sales Rep,Self-employed,Pune,ready to close,1
user3006@yahoo.com,+91-9138120033,605,36-50,Married with Kids,652567,Sales Rep,MNC,Mumbai,maybe later,1
user3007@gmail.com,+91-7917068758,509,51+,Single,195446,Sales Rep,Startup,Mumbai,keen to buy,0
user3008@outlook.com,+91-7998042909,763,18-25,Married with Kids,410782,Engineer,MNC,Pune,not interested,0
user3009@yahoo.com,+91-7432670323,715,18-25,Married with Kids,874271,Sales Rep,MNC,Bangalore,interested,1
user3010@outlook.com,+91-6258309383,515,26-35,Married with Kids,213917,Sales Rep,MNC,Pune,no time,0
user3011@outlook.com,+91-8493121173,379,51+,Single,134341,Engineer,MNC,Delhi,urgent,0
user3012@testmail.com,+91-8415046443,779,18-25,Married with Kids,743948,Sales Rep,MNC,Delhi,call me,1
user3013@testmail.com,+91-6381253049,846,51+,Single,218481,Manager,Government,Mumbai,maybe later,0
user3014@outlook.com,+91-6752920396,317,18-25,Married,254975,Manager,MNC,Pune,interested,0
user3015@gmail.com,+91-8727132636,464,18-25,Married with Kids,725245,Unemployed,Startup,Mumbai,not interested,0
user3016@testmail.com,+91-8963548446,824,18-25,Single,559292,Freelancer,MNC,Bangalore,interested,1
user3017@yahoo.com,+91-9242003758,501,26-35,Single,397123,Unemployed,Startup,Ahmedabad,keen to buy,0
user3018@testmail.com,+91-6863003640,645,51+,Single,468770,Unemployed,MNC,Ahmedabad,just exploring,0
user3019@testmail.com,+91-6732197174,665,26-35,Married,689397,Sales Rep,Startup,Ahmedabad,call me,1
user3020@outlook.com,+91-8301362383,747,26-35,Single,733527,Engineer,MNC,Hyderabad,keen to buy,1
user3021@gmail.com,+91-7758693993,812,18-25,Married,252999,Sales Rep,Self-employed,Hyderabad,call me,0
user3022@yahoo.com,+91-6415222205,618,36-50,Married,431500,Sales Rep,Government,Bangalore,call me,0
user3023@outlook.com,+91-7815435933,516,18-25,Single,577367,Freelancer,Startup,Delhi,price too high,0
user3024@yahoo.com,+91-7934328440,333,26-35,Married with Kids,780761,Teacher,Startup,Delhi,maybe later,0
user3025@yahoo.com,+91-9529631798,565,36-50,Married,545086,Unemployed,MNC,Delhi,no time,0
user3026@yahoo.com,+91-9247696783,379,26-35,Single,262773,Freelancer,Startup,Mumbai,ready to close,0
user3027@yahoo.com,+91-6005311499,712,18-25,Married,173226,Doctor,MNC,Ahmedabad,call me,0
user3028@yahoo.com,+91-7492808336,551,18-25,Single,330398,Engineer,Government,Mumbai,price too high,0
user3029@outlook.com,+91-7292154255,311,36-50,Single,203658,Unemployed,Self-employed,Hyderabad,just exploring,0
user3030@outlook.com,+91-8855774091,700,36-50,Married,235298,Doctor,Self-employed,Delhi,interested,0
user3031@gmail.com,+91-9416431571,581,51+,Single,715096,Teacher,Government,Delhi,just exploring,0
user3032@testmail.com,+91-8039622146,411,36-50,Married,469677,Doctor,MNC,Ahmedabad,call me,0
user3033@gmail.com,+91-9982198415,677,51+,Single,297421,Sales Rep,MNC,Bangalore,ready to close,0
user3034@testmail.com,+91-7642937885,567,26-35,Married with Kids,218525,Manager,Government,Hyderabad,call me,1
user3035@yahoo.com,+91-7007780076,597,26-35,Married with Kids,600370,Engineer,Startup,Ahmedabad,maybe later,1
user3036@gmail.com,+91-6514661654,616,18-25,Married,782363,Engineer,Startup,Mumbai,no time,0
user3037@yahoo.com,+91-7715048795,808,26-35,Married,838363,Sales Rep,Startup,Hyderabad,ready to close,1
user3038@outlook.com,+91-6654621799,845,36-50,Married,856638,Freelancer,Government,Ahmedabad,not interested,1
user3039@outlook.com,+91-6086012533,664,36-50,Married,459715,Unemployed,Self-employed,Delhi,just exploring,0
user3040@outlook.com,+91-9166164947,846,26-35,Married with Kids,450745,Unemployed,Self-employed,Delhi,keen to buy,0
user3041@testmail.com,+91-9981438823,570,26-35,Married,692448,Unemployed,Self-employed,Mumbai,just exploring,0
user3042@yahoo.com,+91-9301111031,773,36-50,Single,105505,Doctor,MNC,Mumbai,not interested,0
user3043@outlook.com,+91-8319098219,836,26-35,Single,369693,Engineer,Government,Hyderabad,price too high,1
user3044@testmail.com,+91-7046497600,533,26-35,Married,856396,Freelancer,Startup,Pune,no time,0
user3045@outlook.com,+91-9616505464,358,36-50,Single,675437,Unemployed,Self-employed,Delhi,ready to close,1
user3046@testmail.com,+91-8884321565,550,18-25,Married,551808,Unemployed,Self-employed,Delhi,no time,0
user3047@testmail.com,+91-8237497492,385,51+,Single,287899,Teacher,Self-employed,Pune,urgent,0
user3048@yahoo.com,+91-6399127635,689,51+,Single,589511,Unemployed,MNC,Hyderabad,call me,0
user3049@yahoo.com,+91-8678280133,479,26-35,Married,899889,Teacher,MNC,Bangalore,keen to buy,0
user3050@testmail.com,+91-7104009621,448,26-35,Married,487437,Doctor,Startup,Bangalore,interested,0
user3051@outlook.com,+91-6382786513,420,36-50,Married with Kids,268183,Teacher,Self-employed,Delhi,just exploring,0
user3052@testmail.com,+91-9384013255,555,26-35,Married,386731,Unemployed,Self-employed,Bangalore,ready to close,0
user3053@gmail.com,+91-9243861734,608,18-25,Married with Kids,683642,Manager,Self-employed,Hyderabad,no time,0
user3054@outlook.com,+91-9713798943,358,51+,Married,464055,Sales Rep,MNC,Bangalore,call me,0
user3055@yahoo.com,+91-6548525216,368,26-35,Single,911744,Unemployed,Startup,Mumbai,interested,0
user3056@gmail.com,+91-8613429236,745,18-25,Married with Kids,952477,Engineer,Government,Hyderabad,no time,1
user3057@gmail.com,+91-9547933455,687,26-35,Single,207764,Freelancer,MNC,Pune,just exploring,0
user3058@testmail.com,+91-8176854475,385,18-25,Married,177994,Sales Rep,Self-employed,Delhi,urgent,0
user3059@gmail.com,+91-9358785061,526,18-25,Married,623295,Doctor,Startup,Hyderabad,price too high,0
user3060@yahoo.com,+91-6684205555,483,26-35,Married,400657,Sales Rep,Startup,Bangalore,interested,0
user3061@yahoo.com,+91-9044035297,621,26-35,Married,856706,Engineer,Government,Hyderabad,keen to buy,1
user3062@yahoo.com,+91-6271051260,617,26-35,Married with Kids,956878,Unemployed,Self-employed,Ahmedabad,urgent,1
user3063@outlook.com,+91-6155307661,698,51+,Married with Kids,630860,Freelancer,MNC,Pune,call me,1
user3064@yahoo.com,+91-6505298723,592,51+,Married,871106,Engineer,MNC,Ahmedabad,interested,0
user3065@testmail.com,+91-7301926368,592,18-25,Single,792428,Doctor,MNC,Hyderabad,ready to close,0
user3066@yahoo.com,+91-6976492182,784,18-25,Married with Kids,502297,Engineer,Self-employed,Pune,call me,1
user3067@yahoo.com,+91-7130059889,746,36-50,Single,184872,Teacher,Self-employed,Pune,no time,0
user3068@gmail.com,+91-7467480812,711,36-50,Married,783273,Freelancer,Self-employed,Hyderabad,just exploring,0
user3069@gmail.com,+91-7546774081,807,51+,Married with Kids,580832,Freelancer,MNC,Delhi,not interested,0
user3070@yahoo.com,+91-7635993960,543,36-50,Married with Kids,402522,Sales Rep,Self-employed,Delhi,call me,0
user3071@gmail.com,+91-6376422740,719,18-25,Married with Kids,686477,Manager,Self-employed,Bangalore,just exploring,0
user3072@testmail.com,+91-7487440641,453,26-35,Single,650372,Manager,Self-employed,Ahmedabad,maybe later,0
user3073@yahoo.com,+91-7026734840,723,36-50,Married,983672,Manager,Government,Hyderabad,ready to close,1
user3074@testmail.com,+91-8378562504,572,51+,Married,615541,Doctor,Government,Ahmedabad,urgent,0
user3075@testmail.com,+91-8189248960,819,18-25,Married with Kids,422825,Manager,Self-employed,Ahmedabad,ready to close,1
user3076@yahoo.com,+91-7312216906,427,26-35,Married with Kids,561785,Freelancer,Self-employed,Hyderabad,urgent,1
user3077@testmail.com,+91-9544576834,672,18-25,Married,646706,Unemployed,MNC,Mumbai,urgent,0
user3078@gmail.com,+91-7705022643,458,26-35,Single,798087,Freelancer,Startup,Delhi,maybe later,0
user3079@yahoo.com,+91-7201317565,475,18-25,Married with Kids,174860,Sales Rep,Self-employed,Pune,call me,0
user3080@yahoo.com,+91-7920720278,510,51+,Single,297809,Engineer,MNC,Mumbai,just exploring,0
user3081@gmail.com,+91-8579532995,746,36-50,Single,182168,Teacher,MNC,Hyderabad,price too high,0
user3082@gmail.com,+91-9750952401,466,51+,Married,501219,Unemployed,Startup,Mumbai,maybe later,0
user3083@yahoo.com,+91-8214826294,759,51+,Married,257543,Manager,MNC,Delhi,just exploring,0
user3084@outlook.com,+91-6694771973,656,18-25,Single,162468,Manager,Startup,Hyderabad,maybe later,0
user3085@gmail.com,+91-9948758434,603,36-50,Single,168211,Unemployed,Self-employed,Ahmedabad,keen to buy,0
user3086@outlook.com,+91-9377029525,532,51+,Married,175012,Manager,Government,Ahmedabad,call me,0
user3087@yahoo.com,+91-8134441898,626,26-35,Married with Kids,643547,Teacher,Startup,Delhi,call me,1
user3088@yahoo.com,+91-8467833998,481,36-50,Single,271134,Sales Rep,Self-employed,Mumbai,no time,0
user3089@outlook.com,+91-8433422651,633,26-35,Married with Kids,935611,Unemployed,Self-employed,Bangalore,ready to close,1
user3090@gmail.com,+91-9656842340,328,36-50,Single,821405,Unemployed,Government,Pune,maybe later,0
user3091@gmail.com,+91-7679515891,392,26-35,Married,704387,Manager,MNC,Pune,interested,1
user3092@outlook.com,+91-6895545833,629,26-35,Married with Kids,772384,Engineer,Startup,Bangalore,just exploring,0
user3093@gmail.com,+91-8152435723,483,18-25,Married,948412,Doctor,Startup,Bangalore,no time,0
user3094@gmail.com,+91-9996876014,394,18-25,Single,971602,Teacher,MNC,Bangalore,no time,0
user3095@yahoo.com,+91-7705869872,652,18-25,Married,693571,Sales Rep,Government,Delhi,price too high,0
user3096@outlook.com,+91-6499789865,564,18-25,Married with Kids,414015,Freelancer,Startup,Hyderabad,ready to close,0
user3097@gmail.com,+91-8318133925,318,26-35,Married,644575,Engineer,Startup,Bangalore,keen to buy,0
user3098@yahoo.com,+91-9510919761,798,18-25,Married with Kids,612909,Teacher,MNC,Delhi,interested,1
user3099@gmail.com,+91-8697024940,438,18-25,Married,125887,Freelancer,Self-employed,Ahmedabad,price too high,0
user3100@yahoo.com,+91-7634764578,824,36-50,Married,490637,Teacher,Government,Mumbai,no time,0
user3101@gmail.com,+91-8896112797,554,36-50,Married with Kids,594856,Doctor,Self-employed,Mumbai,keen to buy,0
user3102@gmail.com,+91-9770870999,384,36-50,Married with Kids,642090,Doctor,Self-employed,Bangalore,maybe later,0
user3103@testmail.com,+91-8286989289,757,51+,Married with Kids,173135,Freelancer,MNC,Mumbai,not interested,0
user3104@yahoo.com,+91-9728275101,831,18-25,Single,896082,Freelancer,Startup,Bangalore,price too high,0
user3105@yahoo.com,+91-9098484173,391,18-25,Married,250915,Sales Rep,MNC,Mumbai,just exploring,0
user3106@yahoo.com,+91-9461423237,368,26-35,Married with Kids,809416,Manager,Self-employed,Mumbai,keen to buy,1
user3107@outlook.com,+91-6606784578,336,51+,Single,533296,Unemployed,MNC,Hyderabad,ready to close,0
user3108@outlook.com,+91-9393154895,439,36-50,Single,467790,Freelancer,Government,Hyderabad,no time,0
user3109@testmail.com,+91-6910457862,477,26-35,Married with Kids,405671,Doctor,Self-employed,Mumbai,call me,0
user3110@outlook.com,+91-7308586931,436,18-25,Married with Kids,142297,Sales Rep,Self-employed,Hyderabad,no time,0
user3111@yahoo.com,+91-9516440077,489,36-50,Married with Kids,875296,Teacher,Government,Bangalore,ready to close,1
user3112@gmail.com,+91-6347545672,641,26-35,Single,915617,Unemployed,MNC,Pune,price too high,0
user3113@yahoo.com,+91-7385247118,304,26-35,Single,217769,Manager,MNC,Bangalore,urgent,1
user3114@outlook.com,+91-7730786708,556,51+,Married,493562,Engineer,MNC,Hyderabad,call me,0
user3115@testmail.com,+91-6098328226,542,26-35,Single,143418,Teacher,Startup,Delhi,call me,0
user3116@yahoo.com,+91-6745282113,714,51+,Married with Kids,109612,Unemployed,Self-employed,Mumbai,ready to close,0
user3117@testmail.com,+91-6660527962,642,26-35,Married,273886,Sales Rep,Government,Hyderabad,price too high,0
user3118@testmail.com,+91-8984792193,678,36-50,Married,185002,Engineer,Self-employed,Ahmedabad,call me,0
user3119@yahoo.com,+91-6960416674,445,51+,Married,232703,Unemployed,Startup,Ahmedabad,no time,0
user3120@testmail.com,+91-7486486993,622,26-35,Married,560751,Teacher,Self-employed,Hyderabad,urgent,1
user3121@testmail.com,+91-8461194193,421,36-50,Married with Kids,419355,Doctor,Government,Hyderabad,urgent,1
user3122@testmail.com,+91-8752954111,551,36-50,Married,246524,Sales Rep,Government,Ahmedabad,price too high,0
user3123@testmail.com,+91-9532527128,610,51+,Married with Kids,880385,Engineer,Self-employed,Bangalore,interested,0
user3124@yahoo.com,+91-8470307777,774,18-25,Single,178105,Freelancer,Startup,Mumbai,urgent,0
user3125@outlook.com,+91-6569189144,791,26-35,Married with Kids,777842,Doctor,Self-employed,Pune,not interested,1
user3126@outlook.com,+91-8058811644,646,26-35,Married,616902,Freelancer,Startup,Ahmedabad,not interested,0
user3127@testmail.com,+91-9702324021,786,51+,Single,860667,Freelancer,MNC,Ahmedabad,call me,1
user3128@testmail.com,+91-7347450144,772,51+,Single,855355,Engineer,Government,Ahmedabad,ready to close,1
user3129@yahoo.com,+91-9963211939,681,18-25,Single,921904,Manager,Self-employed,Hyderabad,interested,0
user3130@outlook.com,+91-8604343390,579,18-25,Married,973892,Unemployed,Government,Delhi,ready to close,0
user3131@yahoo.com,+91-8091915021,371,51+,Married with Kids,742411,Unemployed,Government,Ahmedabad,not interested,0
user3132@outlook.com,+91-6597850944,820,26-35,Married with Kids,534386,Manager,Self-employed,Mumbai,ready to close,1
user3133@outlook.com,+91-8603836525,665,18-25,Married,847162,Sales Rep,MNC,Pune,interested,0
user3134@outlook.com,+91-9858004303,393,18-25,Married,298385,Engineer,Government,Ahmedabad,maybe later,0
user3135@gmail.com,+91-9284833077,672,26-35,Single,180379,Unemployed,Government,Delhi,call me,0
user3136@gmail.com,+91-9561955565,638,36-50,Married with Kids,791275,Manager,Startup,Ahmedabad,not interested,0
user3137@yahoo.com,+91-6750926204,736,26-35,Married,719842,Teacher,Startup,Pune,price too high,1
user3138@outlook.com,+91-7363787187,635,26-35,Married,108057,Teacher,MNC,Pune,price too high,0
user3139@gmail.com,+91-8158504834,791,51+,Married with Kids,118883,Manager,Self-employed,Ahmedabad,just exploring,0
user3140@yahoo.com,+91-7712244648,339,18-25,Single,805198,Unemployed,Government,Mumbai,not interested,0
user3141@outlook.com,+91-9544210309,658,18-25,Single,684302,Freelancer,MNC,Bangalore,maybe later,0
user3142@yahoo.com,+91-6628671512,553,51+,Single,252522,Freelancer,Self-employed,Delhi,ready to close,0
user3143@testmail.com,+91-8861766284,697,36-50,Married with Kids,256577,Manager,Startup,Ahmedabad,keen to buy,0
user3144@yahoo.com,+91-7578548340,469,26-35,Married,554673,Sales Rep,Government,Hyderabad,just exploring,0
user3145@outlook.com,+91-6522963425,810,26-35,Married,545201,Freelancer,Government,Pune,just exploring,1
user3146@gmail.com,+91-6292797831,559,26-35,Married,732557,Sales Rep,Self-employed,Delhi,not interested,0
user3147@gmail.com,+91-8053999508,758,36-50,Married,397157,Teacher,MNC,Mumbai,ready to close,1
user3148@gmail.com,+91-6110861281,828,18-25,Married with Kids,527169,Doctor,Government,Delhi,just exploring,0
user3149@gmail.com,+91-8173715395,640,26-35,Single,757824,Engineer,Government,Hyderabad,not interested,0
user3150@testmail.com,+91-6580534808,356,18-25,Single,174111,Doctor,Startup,Hyderabad,interested,0
user3151@gmail.com,+91-6998800462,517,36-50,Single,212839,Sales Rep,MNC,Mumbai,urgent,0
user3152@gmail.com,+91-6343448748,763,26-35,Single,146825,Freelancer,Startup,Delhi,keen to buy,0
user3153@testmail.com,+91-8360211387,546,26-35,Married,784926,Doctor,Self-employed,Ahmedabad,price too high,0
user3154@testmail.com,+91-9336002571,672,18-25,Married,718323,Sales Rep,Self-employed,Bangalore,not interested,0
user3155@outlook.com,+91-6524136575,716,18-25,Married with Kids,625809,Unemployed,MNC,Bangalore,maybe later,1
user3156@yahoo.com,+91-7857564255,330,36-50,Single,903795,Doctor,Startup,Ahmedabad,just exploring,0
user3157@outlook.com,+91-8552459355,667,36-50,Married,705226,Teacher,Self-employed,Pune,just exploring,0
user3158@yahoo.com,+91-7339240076,407,36-50,Married,841457,Sales Rep,MNC,Ahmedabad,not interested,0
user3159@testmail.com,+91-8173862733,717,36-50,Married,562362,Teacher,Self-employed,Pune,interested,1
user3160@outlook.com,+91-9762843155,697,18-25,Single,826596,Doctor,Government,Delhi,no time,0
user3161@testmail.com,+91-7887688337,571,36-50,Married,242534,Manager,Government,Ahmedabad,price too high,0
user3162@outlook.com,+91-7192938460,415,18-25,Single,959541,Manager,MNC,Pune,urgent,1
user3163@gmail.com,+91-6453826363,555,18-25,Single,282177,Engineer,Self-employed,Hyderabad,just exploring,0
user3164@outlook.com,+91-9656944062,380,36-50,Married with Kids,416842,Unemployed,MNC,Mumbai,keen to buy,0
user3165@outlook.com,+91-8752328069,427,51+,Married with Kids,863340,Manager,MNC,Pune,ready to close,1
user3166@outlook.com,+91-6001428127,534,36-50,Single,576019,Unemployed,MNC,Ahmedabad,price too high,0
user3167@gmail.com,+91-6927876956,480,36-50,Single,520319,Engineer,Government,Bangalore,maybe later,1
user3168@outlook.com,+91-6075968554,456,51+,Single,219511,Doctor,MNC,Ahmedabad,not interested,0
user3169@gmail.com,+91-8661110013,753,18-25,Married,509723,Engineer,Government,Hyderabad,urgent,1
user3170@outlook.com,+91-8587946113,323,51+,Married,721071,Engineer,Government,Bangalore,no time,0
user3171@gmail.com,+91-8792592443,772,36-50,Married,294173,Engineer,Self-employed,Pune,maybe later,0
user3172@testmail.com,+91-7566796438,699,36-50,Married with Kids,723117,Unemployed,MNC,Ahmedabad,urgent,1
user3173@gmail.com,+91-6652941778,433,36-50,Single,741062,Teacher,Self-employed,Pune,keen to buy,0
user3174@testmail.com,+91-7659836702,720,26-35,Married,541542,Unemployed,Government,Hyderabad,call me,1
user3175@testmail.com,+91-6263494642,512,36-50,Married,319403,Unemployed,MNC,Bangalore,not interested,0
user3176@yahoo.com,+91-8424256004,781,26-35,Married with Kids,892531,Engineer,Government,Mumbai,no time,1
user3177@testmail.com,+91-9353345490,647,51+,Married with Kids,961536,Freelancer,MNC,Mumbai,just exploring,0
user3178@yahoo.com,+91-6823699361,465,18-25,Single,628694,Sales Rep,MNC,Hyderabad,not interested,0
user3179@yahoo.com,+91-7974827785,647,26-35,Single,726727,Doctor,Startup,Ahmedabad,no time,0
user3180@gmail.com,+91-6909482328,697,18-25,Married,812538,Teacher,Self-employed,Pune,urgent,0
user3181@yahoo.com,+91-6249811585,734,26-35,Married,190692,Sales Rep,Startup,Ahmedabad,no time,0
user3182@gmail.com,+91-8081347965,520,18-25,Married,261943,Doctor,MNC,Hyderabad,ready to close,0
user3183@outlook.com,+91-9239494321,607,18-25,Married,839273,Unemployed,Startup,Bangalore,no time,0
user3184@outlook.com,+91-6248165628,765,26-35,Married,458586,Teacher,Government,Mumbai,call me,1
user3185@gmail.com,+91-8660722590,398,26-35,Married with Kids,464973,Unemployed,MNC,Pune,keen to buy,0
user3186@testmail.com,+91-8985153591,541,18-25,Single,736919,Doctor,MNC,Bangalore,no time,0
user3187@gmail.com,+91-7277130190,457,26-35,Married with Kids,144895,Manager,MNC,Mumbai,ready to close,1
user3188@outlook.com,+91-7848284118,526,51+,Single,878696,Doctor,Startup,Mumbai,call me,0
user3189@testmail.com,+91-7027270738,722,18-25,Single,405904,Manager,Self-employed,Delhi,keen to buy,0
user3190@yahoo.com,+91-6732999560,371,26-35,Single,408450,Unemployed,Self-employed,Pune,just exploring,0
user3191@testmail.com,+91-6610956386,542,18-25,Married with Kids,175179,Manager,Self-employed,Hyderabad,no time,0
user3192@yahoo.com,+91-6320532628,829,18-25,Married,771947,Freelancer,Startup,Delhi,keen to buy,0
user3193@yahoo.com,+91-6521344328,344,36-50,Single,176554,Doctor,Government,Mumbai,call me,0
user3194@outlook.com,+91-9361653915,771,26-35,Single,503260,Unemployed,Startup,Pune,not interested,0
user3195@testmail.com,+91-7302556861,670,26-35,Married with Kids,231015,Unemployed,Self-employed,Pune,ready to close,0
user3196@testmail.com,+91-7139830253,391,18-25,Married with Kids,668713,Manager,Startup,Delhi,ready to close,1
user3197@testmail.com,+91-6433988466,321,36-50,Married,357997,Freelancer,Government,Bangalore,call me,0
user3198@outlook.com,+91-6763500806,471,36-50,Married,252448,Teacher,MNC,Bangalore,maybe later,0
user3199@outlook.com,+91-8972810319,491,18-25,Single,384734,Manager,MNC,Hyderabad,urgent,0
user3200@testmail.com,+91-8970476943,376,18-25,Married with Kids,405547,Engineer,Self-employed,Pune,call me,0
user3201@testmail.com,+91-6267541243,580,18-25,Married,126628,Teacher,Self-employed,Ahmedabad,urgent,0
user3202@gmail.com,+91-8654511712,663,36-50,Married,713709,Unemployed,Government,Delhi,urgent,1
user3203@outlook.com,+91-8187951363,478,18-25,Married,467907,Freelancer,Startup,Mumbai,maybe later,0
user3204@outlook.com,+91-8719528707,537,26-35,Married with Kids,620699,Teacher,Government,Bangalore,price too high,1
user3205@testmail.com,+91-6983094823,434,18-25,Married with Kids,757552,Teacher,Government,Delhi,keen to buy,0
user3206@outlook.com,+91-9495975696,579,18-25,Married with Kids,252505,Unemployed,MNC,Hyderabad,ready to close,0
user3207@gmail.com,+91-6999204964,318,18-25,Married with Kids,971061,Engineer,Startup,Hyderabad,ready to close,1
user3208@testmail.com,+91-8642347366,670,26-35,Married with Kids,130617,Engineer,MNC,Ahmedabad,ready to close,1
user3209@gmail.com,+91-6948340091,411,18-25,Single,348588,Engineer,MNC,Pune,call me,0
user3210@outlook.com,+91-7315349299,520,26-35,Single,993886,Engineer,Government,Hyderabad,interested,1
user3211@yahoo.com,+91-6746261724,603,26-35,Married with Kids,262754,Freelancer,MNC,Hyderabad,call me,1
user3212@yahoo.com,+91-8679612211,624,26-35,Single,372394,Engineer,Self-employed,Ahmedabad,maybe later,0
